Activity,% Wrong,Timing
Δραστηριότητα 6,100.0,12
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,100.0,11
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,15
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,0.0,6
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,0.0,6
Δραστηριότητα 6,100.0,4
Δραστηριότητα 6,0.0,46
Δραστηριότητα 6,0.0,32
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,0.0,19
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,37
Δραστηριότητα 6,100.0,4
Δραστηριότητα 6,100.0,19
Δραστηριότητα 6,100.0,13
Δραστηριότητα 6,0.0,6
Δραστηριότητα 6,0.0,6
Δραστηριότητα 6,0.0,5
Δραστηριότητα 6,100.0,16
Δραστηριότητα 6,0.0,5
Δραστηριότητα 6,100.0,12
Δραστηριότητα 6,100.0,18
Δραστηριότητα 6,100.0,49
Δραστηριότητα 6,100.0,12
Δραστηριότητα 6,100.0,25
Δραστηριότητα 6,100.0,72
Δραστηριότητα 6,100.0,20
Δραστηριότητα 6,100.0,105
Δραστηριότητα 6,0.0,25
Δραστηριότητα 6,0.0,25
Δραστηριότητα 6,100.0,31
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,0.0,10
Δραστηριότητα 6,100.0,24
Δραστηριότητα 6,0.0,27
Δραστηριότητα 6,0.0,34
Δραστηριότητα 6,100.0,44
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,100.0,13
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,13
Δραστηριότητα 6,0.0,6
Δραστηριότητα 6,0.0,129
Δραστηριότητα 6,0.0,132
Δραστηριότητα 6,0.0,30
Δραστηριότητα 6,0.0,17
Δραστηριότητα 6,100.0,53
Δραστηριότητα 6,100.0,10
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,113
Δραστηριότητα 6,100.0,26
Δραστηριότητα 6,100.0,16
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,100.0,9
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,100.0,8
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,18
Δραστηριότητα 6,100.0,4
Δραστηριότητα 6,100.0,37
Δραστηριότητα 6,100.0,17
Δραστηριότητα 6,100.0,73
Δραστηριότητα 6,100.0,72
Δραστηριότητα 6,100.0,23
Δραστηριότητα 6,100.0,21
Δραστηριότητα 6,100.0,16
Δραστηριότητα 6,100.0,20
Δραστηριότητα 6,100.0,30
Δραστηριότητα 6,100.0,21
Δραστηριότητα 6,100.0,50
Δραστηριότητα 6,100.0,44
Δραστηριότητα 6,100.0,4
Δραστηριότητα 6,100.0,24
Δραστηριότητα 6,100.0,23
Δραστηριότητα 6,100.0,35
Δραστηριότητα 6,0.0,19
Δραστηριότητα 6,100.0,22
Δραστηριότητα 6,100.0,56
Δραστηριότητα 6,100.0,8
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,0.0,23
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,19
Δραστηριότητα 6,100.0,9
Δραστηριότητα 6,100.0,9
Δραστηριότητα 6,100.0,31
Δραστηριότητα 6,100.0,28
Δραστηριότητα 6,100.0,9
Δραστηριότητα 6,0.0,77
Δραστηριότητα 6,0.0,18
Δραστηριότητα 6,0.0,35
Δραστηριότητα 6,100.0,11
Δραστηριότητα 6,100.0,4
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,11
Δραστηριότητα 6,100.0,36
Δραστηριότητα 6,0.0,109
Δραστηριότητα 6,100.0,31
Δραστηριότητα 6,100.0,45
Δραστηριότητα 6,100.0,47
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,42
Δραστηριότητα 6,0.0,17
Δραστηριότητα 6,0.0,20
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,21
Δραστηριότητα 6,0.0,57
Δραστηριότητα 6,100.0,37
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,32
Δραστηριότητα 6,100.0,21
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,0.0,904
Δραστηριότητα 6,100.0,39
Δραστηριότητα 6,100.0,39
Δραστηριότητα 6,100.0,25
Δραστηριότητα 6,0.0,66
Δραστηριότητα 6,0.0,356
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,0.0,44
Δραστηριότητα 6,100.0,21
Δραστηριότητα 6,100.0,26
Δραστηριότητα 6,0.0,17
Δραστηριότητα 6,100.0,25
Δραστηριότητα 6,0.0,10
Δραστηριότητα 6,100.0,310
Δραστηριότητα 6,0.0,10
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,38
Δραστηριότητα 6,100.0,32
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,17
Δραστηριότητα 6,0.0,30
Δραστηριότητα 6,0.0,37
Δραστηριότητα 6,100.0,25
Δραστηριότητα 6,100.0,11
Δραστηριότητα 6,100.0,42
Δραστηριότητα 6,100.0,30
Δραστηριότητα 6,100.0,17
Δραστηριότητα 6,100.0,49
Δραστηριότητα 6,100.0,128
Δραστηριότητα 6,0.0,61
Δραστηριότητα 6,0.0,15
Δραστηριότητα 6,100.0,33
Δραστηριότητα 6,0.0,14
Δραστηριότητα 6,0.0,32
Δραστηριότητα 6,100.0,63
Δραστηριότητα 6,100.0,42
Δραστηριότητα 6,100.0,27
Δραστηριότητα 6,100.0,58
Δραστηριότητα 6,100.0,8
Δραστηριότητα 6,100.0,36
Δραστηριότητα 6,100.0,8
Δραστηριότητα 6,100.0,20
Δραστηριότητα 6,100.0,14
Δραστηριότητα 6,0.0,25
Δραστηριότητα 6,0.0,24
Δραστηριότητα 6,100.0,11
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,45
Δραστηριότητα 6,0.0,12
Δραστηριότητα 6,100.0,4
Δραστηριότητα 6,0.0,8
Δραστηριότητα 6,0.0,14
Δραστηριότητα 6,100.0,89
Δραστηριότητα 6,0.0,29
Δραστηριότητα 6,0.0,75
Δραστηριότητα 6,0.0,9
Δραστηριότητα 6,0.0,11
Δραστηριότητα 6,100.0,40
Δραστηριότητα 6,100.0,30
Δραστηριότητα 6,100.0,26
Δραστηριότητα 6,0.0,87
Δραστηριότητα 6,0.0,39
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,0.0,117
Δραστηριότητα 6,100.0,21
Δραστηριότητα 6,100.0,93
Δραστηριότητα 6,0.0,138
Δραστηριότητα 6,100.0,10
Δραστηριότητα 6,100.0,21
Δραστηριότητα 6,100.0,40
Δραστηριότητα 6,0.0,38
Δραστηριότητα 6,100.0,22
Δραστηριότητα 6,0.0,54
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,10
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,9
Δραστηριότητα 6,100.0,12
Δραστηριότητα 6,100.0,4
Δραστηριότητα 6,100.0,37
Δραστηριότητα 6,100.0,15
Δραστηριότητα 6,100.0,20
Δραστηριότητα 6,0.0,7
Δραστηριότητα 6,100.0,53
Δραστηριότητα 6,100.0,26
Δραστηριότητα 6,100.0,23
Δραστηριότητα 6,100.0,36
Δραστηριότητα 6,100.0,21
Δραστηριότητα 6,0.0,49
Δραστηριότητα 6,0.0,36
Δραστηριότητα 6,0.0,71
Δραστηριότητα 6,100.0,119
Δραστηριότητα 6,0.0,31
Δραστηριότητα 6,100.0,152
Δραστηριότητα 6,100.0,121
Δραστηριότητα 6,100.0,11
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,0.0,107
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,100.0,30
Δραστηριότητα 6,0.0,20
Δραστηριότητα 6,100.0,33
Δραστηριότητα 6,100.0,24
Δραστηριότητα 6,100.0,24
Δραστηριότητα 6,0.0,35
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,100.0,27
Δραστηριότητα 6,100.0,12
Δραστηριότητα 6,0.0,25
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,0.0,12
Δραστηριότητα 6,100.0,45
Δραστηριότητα 6,100.0,61
Δραστηριότητα 6,100.0,21
Δραστηριότητα 6,100.0,42
Δραστηριότητα 6,0.0,25
Δραστηριότητα 6,100.0,27
Δραστηριότητα 6,100.0,15
Δραστηριότητα 6,100.0,73
Δραστηριότητα 6,0.0,25
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,0.0,57
Δραστηριότητα 6,0.0,13
Δραστηριότητα 6,0.0,92
Δραστηριότητα 6,100.0,39
Δραστηριότητα 6,100.0,18
Δραστηριότητα 6,100.0,27
Δραστηριότητα 6,0.0,17
Δραστηριότητα 6,0.0,6
Δραστηριότητα 6,0.0,10
Δραστηριότητα 6,100.0,57
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,100.0,26
Δραστηριότητα 6,100.0,12
Δραστηριότητα 6,100.0,18
Δραστηριότητα 6,100.0,28
Δραστηριότητα 6,100.0,20
Δραστηριότητα 6,0.0,14
Δραστηριότητα 6,0.0,29
Δραστηριότητα 6,0.0,86
Δραστηριότητα 6,0.0,9
Δραστηριότητα 6,100.0,19
Δραστηριότητα 6,100.0,16
Δραστηριότητα 6,100.0,16
Δραστηριότητα 6,100.0,31
Δραστηριότητα 6,100.0,31
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,20
Δραστηριότητα 6,100.0,27
Δραστηριότητα 6,100.0,25
Δραστηριότητα 6,100.0,26
Δραστηριότητα 6,0.0,67
Δραστηριότητα 6,100.0,91
Δραστηριότητα 6,0.0,9
Δραστηριότητα 6,100.0,25
Δραστηριότητα 6,100.0,27
Δραστηριότητα 6,100.0,34
Δραστηριότητα 6,100.0,41
Δραστηριότητα 6,100.0,12
Δραστηριότητα 6,100.0,9
Δραστηριότητα 6,0.0,8
Δραστηριότητα 6,100.0,21
Δραστηριότητα 6,0.0,33
Δραστηριότητα 6,0.0,13
Δραστηριότητα 6,0.0,36
Δραστηριότητα 6,100.0,41
Δραστηριότητα 6,100.0,17
Δραστηριότητα 6,100.0,16
Δραστηριότητα 6,100.0,9
Δραστηριότητα 6,0.0,71
Δραστηριότητα 6,100.0,38
Δραστηριότητα 6,0.0,86
Δραστηριότητα 6,100.0,30
Δραστηριότητα 6,100.0,44
Δραστηριότητα 6,0.0,29
Δραστηριότητα 6,100.0,45
Δραστηριότητα 6,100.0,17
Δραστηριότητα 6,100.0,84
Δραστηριότητα 6,100.0,52
Δραστηριότητα 6,0.0,19
Δραστηριότητα 6,0.0,32
Δραστηριότητα 6,0.0,6
Δραστηριότητα 6,100.0,32
Δραστηριότητα 6,100.0,22
Δραστηριότητα 6,100.0,11
Δραστηριότητα 6,100.0,30
Δραστηριότητα 6,100.0,9
Δραστηριότητα 6,100.0,46
Δραστηριότητα 6,0.0,27
Δραστηριότητα 6,100.0,27
Δραστηριότητα 6,100.0,18
Δραστηριότητα 6,0.0,139
Δραστηριότητα 6,0.0,26
Δραστηριότητα 6,0.0,8
Δραστηριότητα 6,0.0,25
Δραστηριότητα 6,100.0,71
Δραστηριότητα 6,0.0,12
Δραστηριότητα 6,100.0,48
Δραστηριότητα 6,100.0,61
Δραστηριότητα 6,100.0,38
Δραστηριότητα 6,100.0,29
Δραστηριότητα 6,0.0,47
Δραστηριότητα 6,100.0,77
Δραστηριότητα 6,0.0,83
Δραστηριότητα 6,100.0,24
Δραστηριότητα 6,100.0,4
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,100.0,5
Δραστηριότητα 6,0.0,40
Δραστηριότητα 6,100.0,49
Δραστηριότητα 6,100.0,29
Δραστηριότητα 6,0.0,43
Δραστηριότητα 6,0.0,92
Δραστηριότητα 6,0.0,76
Δραστηριότητα 6,100.0,26
Δραστηριότητα 6,100.0,55
Δραστηριότητα 6,100.0,8
Δραστηριότητα 6,100.0,32
Δραστηριότητα 6,0.0,39
Δραστηριότητα 6,100.0,10
Δραστηριότητα 6,100.0,23
Δραστηριότητα 6,100.0,38
Δραστηριότητα 6,100.0,43
Δραστηριότητα 6,100.0,29
Δραστηριότητα 6,100.0,22
Δραστηριότητα 6,100.0,44
Δραστηριότητα 6,0.0,60
Δραστηριότητα 6,0.0,115
Δραστηριότητα 6,0.0,38
Δραστηριότητα 6,100.0,39
Δραστηριότητα 6,0.0,6
Δραστηριότητα 6,100.0,7
Δραστηριότητα 6,0.0,29
Δραστηριότητα 6,0.0,32
Δραστηριότητα 6,100.0,6
Δραστηριότητα 6,100.0,32
Δραστηριότητα 6,0.0,12
Δραστηριότητα 6,100.0,22
Δραστηριότητα 6,0.0,47
Δραστηριότητα 6,0.0,30
Δραστηριότητα 6,100.0,123
Δραστηριότητα 6,100.0,34
Δραστηριότητα 6,0.0,32
Δραστηριότητα 6,0.0,73
Δραστηριότητα 6,0.0,20
Δραστηριότητα 6,0.0,42
Δραστηριότητα 6,100.0,122
Δραστηριότητα 6,100.0,127
Δραστηριότητα 6,100.0,129
Δραστηριότητα 6,100.0,32
Δραστηριότητα 6,100.0,52
Δραστηριότητα 6,0.0,59
Δραστηριότητα 6,100.0,28
Δραστηριότητα 6,0.0,12
Δραστηριότητα 6,0.0,43
Δραστηριότητα 6,0.0,18
Δραστηριότητα 6,100.0,58
Δραστηριότητα 6,0.0,15
Δραστηριότητα 6,0.0,12
Δραστηριότητα 6,100.0,95
Δραστηριότητα 6,0.0,19
Δραστηριότητα 6,0.0,26
Δραστηριότητα 6,0.0,33
Δραστηριότητα 6,0.0,99
Δραστηριότητα 6,100.0,231
Δραστηριότητα 6,0.0,149
Δραστηριότητα 6,0.0,240
Δραστηριότητα 6,0.0,765
Δραστηριότητα 6,100.0,76
Δραστηριότητα 6,0.0,18
Δραστηριότητα 7,0.0,6
Δραστηριότητα 7,100.0,6
Δραστηριότητα 7,100.0,8
Δραστηριότητα 7,100.0,20
Δραστηριότητα 7,100.0,5
Δραστηριότητα 7,100.0,5
Δραστηριότητα 7,100.0,37
Δραστηριότητα 7,100.0,17
Δραστηριότητα 7,100.0,55
Δραστηριότητα 7,100.0,5
Δραστηριότητα 7,100.0,5
Δραστηριότητα 7,100.0,11
Δραστηριότητα 7,100.0,6
Δραστηριότητα 7,100.0,7
Δραστηριότητα 7,0.0,6
Δραστηριότητα 7,100.0,67
Δραστηριότητα 7,100.0,36
Δραστηριότητα 7,100.0,11
Δραστηριότητα 7,100.0,5
Δραστηριότητα 7,0.0,15
Δραστηριότητα 7,100.0,6
Δραστηριότητα 7,100.0,6
Δραστηριότητα 7,0.0,9
Δραστηριότητα 7,100.0,6
Δραστηριότητα 7,100.0,10
Δραστηριότητα 7,0.0,7
Δραστηριότητα 7,100.0,6
Δραστηριότητα 7,0.0,26
Δραστηριότητα 7,100.0,5
Δραστηριότητα 7,100.0,5
Δραστηριότητα 7,100.0,10
Δραστηριότητα 7,100.0,5
Δραστηριότητα 7,0.0,8
Δραστηριότητα 7,100.0,5
Δραστηριότητα 7,100.0,5
Δραστηριότητα 7,0.0,5
Δραστηριότητα 7,0.0,6
Δραστηριότητα 7,100.0,10
Δραστηριότητα 7,100.0,5
Δραστηριότητα 7,100.0,6
Δραστηριότητα 7,100.0,5
Δραστηριότητα 7,100.0,9
Δραστηριότητα 7,0.0,21
Δραστηριότητα 7,0.0,5
Δραστηριότητα 7,100.0,9
Δραστηριότητα 7,0.0,8
Δραστηριότητα 7,0.0,18
Δραστηριότητα 7,100.0,16
Δραστηριότητα 7,100.0,5
Δραστηριότητα 7,100.0,8
Δραστηριότητα 7,0.0,5
Δραστηριότητα 7,100.0,6
Δραστηριότητα 7,100.0,183
Δραστηριότητα 7,100.0,11
Δραστηριότητα 7,100.0,6
Δραστηριότητα 7,0.0,6
Δραστηριότητα 7,100.0,12
